record_id,node_key,display_name,stack_bb,spot_family,hero_position,villain_position,player_count,action_context,allowed_actions,app_status,source_class,source_confidence,range_cells_status,import_decision,trainer_default_visibility,owner_review_required,approval_target,population_strategy_summary,latest_research_alignment,simplified_live_rule,risk_flags,review_hand_focus,codex_action,codex_notes,field_integrity,created_date
FACING_OPEN_MIDDLE_70BB_BTN_VS_HJ_facing_open_middle_70bb_btn_vs_hj_bba,facing_open_middle_70bb_btn_vs_hj_bba,facing_open_middle 70bb BTN vs HJ,70,facing_open_middle,BTN,HJ,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed response versus HJ open at 70bb. Population note: keep OOP continues conservative and 3-bet value-heavy.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Continue wider than versus UTG but do not overcall OOP; exploit under-4-bet pools with linear value 3-bets.,OOP_DOMINATED_HANDS_AND_LIVE_VALUE_HEAVY_OPENERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_MIDDLE_70BB_SB_VS_HJ_facing_open_middle_70bb_sb_vs_hj_bba,facing_open_middle_70bb_sb_vs_hj_bba,facing_open_middle 70bb SB vs HJ,70,facing_open_middle,SB,HJ,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed response versus HJ open at 70bb. Population note: keep OOP continues conservative and 3-bet value-heavy.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Continue wider than versus UTG but do not overcall OOP; exploit under-4-bet pools with linear value 3-bets.,OOP_DOMINATED_HANDS_AND_LIVE_VALUE_HEAVY_OPENERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_MIDDLE_70BB_BB_VS_HJ_facing_open_middle_70bb_bb_vs_hj_bba,facing_open_middle_70bb_bb_vs_hj_bba,facing_open_middle 70bb BB vs HJ,70,facing_open_middle,BB,HJ,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed response versus HJ open at 70bb. Population note: keep OOP continues conservative and 3-bet value-heavy.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Continue wider than versus UTG but do not overcall OOP; exploit under-4-bet pools with linear value 3-bets.,OOP_DOMINATED_HANDS_AND_LIVE_VALUE_HEAVY_OPENERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_15BB_BB_VS_BTN_facing_open_late_15bb_bb_vs_btn_bba,facing_open_late_15bb_bb_vs_btn_bba,facing_open_late 15bb BB vs BTN,15,facing_open_late,BB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BB versus BTN at 15bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_15BB_BB_VS_CO_facing_open_late_15bb_bb_vs_co_bba,facing_open_late_15bb_bb_vs_co_bba,facing_open_late 15bb BB vs CO,15,facing_open_late,BB,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BB versus CO at 15bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_15BB_BTN_VS_CO_facing_open_late_15bb_btn_vs_co_bba,facing_open_late_15bb_btn_vs_co_bba,facing_open_late 15bb BTN vs CO,15,facing_open_late,BTN,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BTN versus CO at 15bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_15BB_SB_VS_BTN_facing_open_late_15bb_sb_vs_btn_bba,facing_open_late_15bb_sb_vs_btn_bba,facing_open_late 15bb SB vs BTN,15,facing_open_late,SB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: SB versus BTN at 15bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_15BB_SB_VS_CO_facing_open_late_15bb_sb_vs_co_bba,facing_open_late_15bb_sb_vs_co_bba,facing_open_late 15bb SB vs CO,15,facing_open_late,SB,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,CALL,FOLD",population_draft_seed,population_constructed_existing_db,LOW_TO_MEDIUM_REVIEW_REQUIRED,FULL_169_POPULATION_DRAFT,KEEP_POPULATION_DRAFT_FOR_OWNER_REVIEW_NOT_APPROVAL,HIDDEN_DEFAULT_INCLUDE_POPULATION_ONLY,TRUE,OWNER_REVIEW_REQUIRED_FOR_APPROVAL,"Population-draft SB versus CO late-open response at 15bb. Conservative OOP draft: avoid dominated offsuit calls, value-heavy aggression.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Review as population draft only; keep SB vs CO tighter than SB vs BTN; confirm A9s/K9s and small-pair borders.,SB_VS_CO_OOP_BORDERLINE_HANDS_REQUIRE_REVIEW;JAM_HEAVY_15BB_DRAFT_REVIEW_LOW_VARIANCE_STYLE,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_25BB_BB_VS_BTN_facing_open_late_25bb_bb_vs_btn_bba,facing_open_late_25bb_bb_vs_btn_bba,facing_open_late 25bb BB vs BTN,25,facing_open_late,BB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BB versus BTN at 25bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_25BB_BB_VS_CO_facing_open_late_25bb_bb_vs_co_bba,facing_open_late_25bb_bb_vs_co_bba,facing_open_late 25bb BB vs CO,25,facing_open_late,BB,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BB versus CO at 25bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_25BB_BTN_VS_CO_facing_open_late_25bb_btn_vs_co_bba,facing_open_late_25bb_btn_vs_co_bba,facing_open_late 25bb BTN vs CO,25,facing_open_late,BTN,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BTN versus CO at 25bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_25BB_SB_VS_BTN_facing_open_late_25bb_sb_vs_btn_bba,facing_open_late_25bb_sb_vs_btn_bba,facing_open_late 25bb SB vs BTN,25,facing_open_late,SB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: SB versus BTN at 25bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_25BB_SB_VS_CO_facing_open_late_25bb_sb_vs_co_bba,facing_open_late_25bb_sb_vs_co_bba,facing_open_late 25bb SB vs CO,25,facing_open_late,SB,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"JAM,THREE_BET,CALL,FOLD",population_draft_seed,population_constructed_existing_db,LOW_TO_MEDIUM_REVIEW_REQUIRED,FULL_169_POPULATION_DRAFT,KEEP_POPULATION_DRAFT_FOR_OWNER_REVIEW_NOT_APPROVAL,HIDDEN_DEFAULT_INCLUDE_POPULATION_ONLY,TRUE,OWNER_REVIEW_REQUIRED_FOR_APPROVAL,"Population-draft SB versus CO late-open response at 25bb. Conservative OOP draft: avoid dominated offsuit calls, value-heavy aggression.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Review as population draft only; keep SB vs CO tighter than SB vs BTN; confirm A9s/K9s and small-pair borders.,SB_VS_CO_OOP_BORDERLINE_HANDS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_40BB_BB_VS_BTN_facing_open_late_40bb_bb_vs_btn_bba,facing_open_late_40bb_bb_vs_btn_bba,facing_open_late 40bb BB vs BTN,40,facing_open_late,BB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BB versus BTN at 40bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_40BB_BB_VS_CO_facing_open_late_40bb_bb_vs_co_bba,facing_open_late_40bb_bb_vs_co_bba,facing_open_late 40bb BB vs CO,40,facing_open_late,BB,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BB versus CO at 40bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_40BB_BTN_VS_CO_facing_open_late_40bb_btn_vs_co_bba,facing_open_late_40bb_btn_vs_co_bba,facing_open_late 40bb BTN vs CO,40,facing_open_late,BTN,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BTN versus CO at 40bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_40BB_SB_VS_BTN_facing_open_late_40bb_sb_vs_btn_bba,facing_open_late_40bb_sb_vs_btn_bba,facing_open_late 40bb SB vs BTN,40,facing_open_late,SB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: SB versus BTN at 40bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_40BB_SB_VS_CO_facing_open_late_40bb_sb_vs_co_bba,facing_open_late_40bb_sb_vs_co_bba,facing_open_late 40bb SB vs CO,40,facing_open_late,SB,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",population_draft_seed,population_constructed_existing_db,LOW_TO_MEDIUM_REVIEW_REQUIRED,FULL_169_POPULATION_DRAFT,KEEP_POPULATION_DRAFT_FOR_OWNER_REVIEW_NOT_APPROVAL,HIDDEN_DEFAULT_INCLUDE_POPULATION_ONLY,TRUE,OWNER_REVIEW_REQUIRED_FOR_APPROVAL,"Population-draft SB versus CO late-open response at 40bb. Conservative OOP draft: avoid dominated offsuit calls, value-heavy aggression.","2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Review as population draft only; keep SB vs CO tighter than SB vs BTN; confirm A9s/K9s and small-pair borders.,SB_VS_CO_OOP_BORDERLINE_HANDS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_70BB_BB_VS_BTN_facing_open_late_70bb_bb_vs_btn_bba,facing_open_late_70bb_bb_vs_btn_bba,facing_open_late 70bb BB vs BTN,70,facing_open_late,BB,BTN,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BB versus BTN at 70bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
FACING_OPEN_LATE_70BB_BB_VS_CO_facing_open_late_70bb_bb_vs_co_bba,facing_open_late_70bb_bb_vs_co_bba,facing_open_late 70bb BB vs CO,70,facing_open_late,BB,CO,BBA_APP_DEFAULT,MTT_BBA_PRE_FLOP,"THREE_BET,CALL,FOLD",seed,typed_seed,MEDIUM_SEED,FULL_169_RESOLVED,KEEP_AS_SEED_REVIEW_BEFORE_APPROVAL,VISIBLE_DEFAULT,TRUE,REVIEWED_THEN_APPROVE_OPTIONAL,Seed late-open response: BB versus CO at 70bb. Live adjustment: punish overfolding late opens but avoid loose OOP calls.,"2025-2026 public sources support a GTO-baseline-plus-live-population approach: late-position steal pressure when blinds overfold, tighter responses to large opens and value-heavy 3-bets, linear/value-heavy 3-betting versus under-4-betting pools, and avoiding static push/fold-only assumptions.",Use chart baseline; 3-bet more linear versus stealers who overfold/under-4-bet; tighten versus large live opens.,LATE_POSITION_STEAL_AND_DEFENSE_BORDERS_REQUIRE_REVIEW,"AJo,KQo,A5s,A9s,K9s,77,55,ATo,KJo,QJs",CREATE_OR_UPDATE_REVIEW_SCENARIO_RECORD_ONLY,SAFE_TO_SHOW_FOR_REVIEW_WITH_STATUS_LABELS,NO_EMPTY_FIELDS_USE_NOT_APPLICABLE_OR_SOURCE_REQUIRED,2026-05-20
